aoa,cl,ma,re
13.74014518,1.5350485,0.149390102,328632.6904
13.91978522,1.5849342,0.145888674,374421.455
19.1290973,1.4662215,0.144207676,362834.8651
2.989374284,0.67785638,0.146288911,237282.7707
15.55609449,1.4880703,0.14606369,216563.7046
19.24611702,1.4055141,0.149401843,334706.0467
15.13711617,1.6410222,0.145970075,396747.7126
17.61471497,1.5496337,0.146340162,433922.2186
15.35896526,1.508849,0.148044306,366164.4104
18.46608238,1.3549656,0.146178919,359323.1613
15.20317055,1.5626328,0.141519465,205878.6506
13.22525003,1.4928837,0.146913354,208405.5189
17.80997464,1.3515509,0.145503825,288212.3839
15.92701104,1.4896955,0.148341501,231957.6702
13.20684955,1.4896117,0.143388824,247718.3472
19.07632478,1.5540798,0.14423434,432451.3621
18.05308016,1.3379341,0.143464423,285843.0476
15.04534958,1.6066016,0.146971243,416689.7211
10.6985243,1.3684882,0.141028617,333621.0988
16.34400931,1.630437,0.144776551,350971.4353
12.39495508,1.4473523,0.145913825,219566.3264
15.77624528,1.5380509,0.146721468,227516.4169
17.84605502,1.4921566,0.141114777,284451.6821
11.77362943,1.4101537,0.142947963,404508.6881
16.55699871,1.6336492,0.145067609,412282.8373
18.17119132,1.6056875,0.142380015,434489.6851
17.2773234,1.4289624,0.147046195,260534.481
18.34034733,1.2289919,0.144596737,261589.8382
16.71839041,1.4967994,0.145221127,294616.2994
14.9893547,1.6583833,0.143204782,426779.7004
13.15002384,1.4878365,0.141623845,422242.3952
12.12886894,1.390177,0.146465234,394241.8716
15.6960688,1.4600336,0.147841528,383919.2931
13.6504281,1.5320159,0.147595607,350309.2853
14.81971279,1.5398982,0.147617387,309700.4534
0.863980815,0.46011309,0.145958879,222392.2676
17.85883174,1.5399612,0.14694238,344183.2347
0.139223398,0.43533455,0.143834408,404106.0878
14.41508358,1.572072,0.149381683,390770.7371
14.39727082,1.5132831,0.14677726,305635.4404
0.630317809,0.48803186,0.146305962,225534.4872
13.55479951,1.4485143,0.146189362,344334.1129
9.519511959,1.2679808,0.148723749,304402.7058
17.96137414,1.5735753,0.148625406,408989.8426
0.642117133,0.39969297,0.14904194,417388.023
12.13787778,1.4471048,0.141295765,242750.6608
14.1054177,1.5194821,0.147183312,351343.847
19.49912112,1.2113113,0.141012935,343831.6511
15.1423936,1.6470119,0.148424865,358104.4964
12.83253254,1.5304723,0.141683573,352710.7351
12.17223266,1.4269852,0.144745319,423579.3551
17.79290827,1.3771209,0.142126327,353387.9559
13.62561424,1.4682176,0.144097425,317940.4955
12.35573458,1.3981367,0.144099319,338181.693
1.241075281,0.51957005,0.144840286,221220.5645
12.46124423,1.4338863,0.142937669,369605.9718
18.70060969,1.4749162,0.142872043,412451.8664
19.979436,1.3830355,0.142209225,259830.2101
13.88869155,1.4701902,0.147168885,213811.9421
13.68602367,1.5517857,0.149272071,370016.3397
15.07830567,1.5226065,0.145501167,301912.7126
15.23245153,1.591446,0.149161252,290567.9367
10.96425175,1.3983119,0.143078834,388866.7074
17.31683309,1.3981777,0.144049949,297351.7537
15.29116093,1.6025879,0.145824004,291146.6581
18.57348183,1.3730666,0.144275256,406482.5665
17.17070116,1.4385986,0.141406775,214742.0637
17.06944061,1.5400926,0.146577012,402826.9285
17.53687019,1.4210581,0.141420686,403672.6169
14.8569868,1.5856723,0.147363003,344475.228
0.692265404,0.4481596,0.146670954,410936.5763
13.67153526,1.4612206,0.141789898,300328.6604
18.43975274,1.5662575,0.145043518,375643.6602
17.79142695,1.4977446,0.148988553,334973.1774
18.907845,1.2947155,0.148378616,257659.5257
14.14637681,1.4011147,0.143945532,230793.1408
14.52366923,1.5286969,0.14688289,321522.2915
18.39032918,1.5419941,0.144490668,422982.4967
17.38134857,1.6309174,0.144730193,342057.2798
12.27779629,1.451195,0.145037292,422954.9484
16.558573,1.6170538,0.141545975,430317.5035
12.60343848,1.4623777,0.143703909,363910.291
19.58470696,1.2213432,0.145997817,404003.2459
19.83861759,1.4923182,0.142569673,368262.2462
19.44582144,1.5476029,0.147021792,331556.5714
17.91380086,1.3861863,0.145126852,386234.6659
17.28941811,1.3788165,0.145826418,325019.2283
17.57397144,1.3396595,0.145375695,346674.5097
14.13605804,1.3814246,0.144539465,214475.684
14.72320803,1.6614432,0.140990868,401643.3694
15.95416426,1.628947,0.143514123,342160.8058
12.94504848,1.4719965,0.142869567,265523.9849
15.83707914,1.4131353,0.146074451,344272.5406
15.69343963,1.5025303,0.147428611,325860.3382
17.19022304,1.5592124,0.145331628,393808.5143
13.97725272,1.5176224,0.147585382,209855.1602
12.77957617,1.4898916,0.142702366,283647.8801
13.3538525,1.5534125,0.145572535,336592.9851
12.10007483,1.4358762,0.149307006,274989.1357
0.08251007,0.43077181,0.143002252,405041.9155
15.33885708,1.4851969,0.142809995,207416.1065
17.3737049,1.4802797,0.143786303,297964.4074
19.89215913,1.258722,0.147921104,232816.219
4.590076116,0.85358625,0.148157754,349037.8647
12.57863012,1.454145,0.142498712,419179.1836
12.43081358,1.4248956,0.142105546,320461.8109
15.27788405,1.5492507,0.142531145,356319.867
17.16202638,1.4950768,0.143380582,327297.087
12.50719669,1.5129412,0.146133762,384697.4176
14.20716835,1.5706058,0.142976161,256039.0154
16.93573192,1.5358179,0.148184562,290040.4036
14.12023037,1.4813822,0.146609469,305382.2702
16.15015148,1.6434809,0.145549419,297435.5394
14.6445879,1.5356912,0.145069244,289017.0894
14.37463052,1.4367613,0.142442482,217281.2198
17.35897675,1.6246637,0.149054232,376087.9672
8.578795376,1.1894967,0.145023095,303733.525
0.522666971,0.45151409,0.146753299,366501.5851
12.27905118,1.4519982,0.141878848,249136.2254
19.403303,1.1896373,0.145643742,221319.4744
1.85174457,0.61752347,0.141489218,282482.6102
13.38261767,1.5584433,0.143115641,367759.8349
14.70798543,1.4728753,0.146437196,343529.4861
12.68720689,1.4488327,0.143891887,316577.8957
18.71033695,1.2825795,0.142737429,339700.9826
17.36410128,1.3489265,0.142349332,218288.9949
17.13027787,1.579443,0.145830982,251623.8831
2.519767327,0.64857366,0.143676916,413198.7036
11.82902746,1.3617981,0.14629046,244904.7983
17.95320012,1.3065587,0.147926097,340392.2273
17.69925578,1.5620813,0.146803477,297791.6154
12.3000691,1.4485345,0.147823164,372447.5933
13.84727406,1.644034,0.149346861,432191.9966
2.718454241,0.6747507,0.144248977,212193.4279
15.78694992,1.5138875,0.149303626,213536.4379
19.3814172,1.3641587,0.14906219,347198.8633
18.85452406,1.3876718,0.147935529,316760.2399
15.63084667,1.4533683,0.144974253,370920.9281
16.35660838,1.5734999,0.146809285,337094.1661
13.04561057,1.4448586,0.14377371,286465.8851
17.15891139,1.51921,0.14154447,320675.5841
14.34437496,1.4110345,0.148607046,220725.5498
16.75167515,1.5265602,0.142519922,276766.9507
3.512430132,0.78702941,0.144266213,310932.4315
16.99830216,1.5098242,0.146934873,238241.8397
16.62815438,1.4841586,0.143847568,414165.6646
15.65847188,1.6735885,0.145285391,403853.0536
19.3174257,1.5287817,0.149017354,330247.13
19.46006079,1.4014023,0.14914389,342924.864
16.46906965,1.4395537,0.147493937,418262.1238
16.08200254,1.6041302,0.142036206,415546.6136
8.225105141,1.1772697,0.14492183,321036.2776
16.95390022,1.5013125,0.142605952,400698.5505
19.07368218,1.4910946,0.145545638,422194.323
17.26543902,1.4458718,0.143744432,210873.7656
13.49472843,1.4873838,0.144151802,407130.33
17.45529097,1.4150502,0.146212936,421935.3276
2.382208939,0.6414129,0.143157915,279461.5039
12.89999697,1.5366569,0.143086997,287335.5666
15.04368912,1.493769,0.141764338,328675.3011
13.61591255,1.5211499,0.141536287,239588.1535
18.93386385,1.4322702,0.14419197,322017.5255
13.89730084,1.4477561,0.14671445,369040.5073
16.93016514,1.4132216,0.148579456,387700.7625
15.74651109,1.5355318,0.142359286,384273.844
19.39344313,1.3723975,0.144731959,295064.6851
19.67718344,1.5432531,0.141712954,429068.6449
12.0653432,1.4573407,0.147570234,355457.355
14.6468618,1.5482679,0.147164186,263911.5566
1.646792133,0.55414685,0.144003824,227022.5323
9.207269341,1.2199946,0.147250456,402654.3115
9.03681789,1.1964134,0.148132633,247522.7451
14.47537771,1.5722239,0.147059119,426455.4833
13.86268377,1.5297114,0.149293994,304746.1454
15.68518671,1.5203971,0.142300806,371651.1579
14.27769291,1.6325983,0.147043075,370502.1447
12.02080549,1.4081977,0.144236614,232396.8947
18.56708594,1.504618,0.141945016,405308.8352
17.23299777,1.4913075,0.148645659,388143.0696
17.51062261,1.3171672,0.147838852,271244.1404
18.78170963,1.2681538,0.145001314,218766.2802
2.060479584,0.59977794,0.149176095,371403.5209
15.3889853,1.5400952,0.147095788,401000.5822
0.047808678,0.38404788,0.146124654,252470.2833
12.14249966,1.4179147,0.145417139,302975.1955
17.53980753,1.5778419,0.143092325,273123.8706
14.29719241,1.6332785,0.141154479,283906.7858
14.55998852,1.5824372,0.141349188,287501.3035
18.85193057,1.4027439,0.148457839,270973.8769
5.202942125,0.94651384,0.148740435,428344.4114
18.26859033,1.4279798,0.1442529,364382.8355
15.93481963,1.6670458,0.146444363,393424.129
19.28738333,1.5183568,0.144582097,380439.7707
17.75533581,1.6050037,0.147786165,367402.8647
18.97212333,1.4965407,0.14817424,393910.5799
19.30721029,1.6472889,0.14601098,387062.6082
19.95385751,1.5469976,0.144869965,368179.7494
8.879645918,1.243581,0.147408713,425190.7461
16.74582408,1.3345653,0.148855534,275548.8373
14.66690428,1.548899,0.142856649,250634.4257
16.97987553,1.5669117,0.143354366,267870.899
13.28211805,1.4964654,0.146405397,241355.1793
14.31658578,1.4406195,0.146633307,245248.3789
17.31442816,1.2586567,0.145494008,258965.2362
6.293345838,1.0466811,0.143628572,303643.6163
13.59060764,1.4562717,0.141594602,241188.0787
3.167064998,0.6936938,0.141470761,228492.9858
